"inspection_date","inspector","district","subdistrict","subsector","permit_number","dba","permit_type","street_address","street_address_clean","inspection_type","inspection_frequency_type","total_time","facility_rating_status","census","suspension_notes","inspection_notes","violation_count","violation_codes","latitude","longitude","point","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"2025-01-02T00:00:00.000","Tiombe Wiley","3","305","209","29506","BIG MOUTH BURGERS","H24 - RESTAURANT UNDER 1,000 SQFT","3392 24TH ST","3392 24TH ST","Routine","1","80","Pass","209",,,"4","1114149-114149.3, 114252, 114252.1 - Provide exhaust hoods to remove toxic gases, heat, grease, vapors, and smoke and be approved by the local building department. Canopy-type hoods shall extend 6 inches beyond all cooking equipment. Toilet rooms shall be vented to the outside air by a screened openable window, an air shaft, or a light-switch activated exhaust fan, consistent with local building codes. Adequate lighting shall be provided in all areas to facilitate cleaning and inspection. Light fixtures in areas where open food is stored, served, prepared, and where utensils are washed shall be of shatterproof construction or protected with light shields., 113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.","37.75225500000100","-122.4203895000020","POINT (-122.4203895 37.752255)","Mission","9","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Japjit Deol","4","404","166","T 75568","Day Dreamz Smoke Shop","H31 - TOBACCO SALES - ANNUAL LICENSE FEE","1589 HAIGHT ST A","1589 HAIGHT ST A","Routine","1","45","Pass","166",,,,,"37.76981074895900","-122.4483286025130","POINT (-122.448328603 37.769810749)","Haight Ashbury","5","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Maribel Rodriguez","3","309","228B","95560","JOEY AND PAT'S BAKERY & COFFEE","H25 - RESTAURANT 1,000 - 2,000 SQFT","2499 FOLSOM ST","2499 FOLSOM ST","Routine","1","45","Pass","228B",,,"7","113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects., 113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 114254-114254.2 - Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items., 114157, 114159 - Maintain onsite an accurate, easily readable metal probe thermometer suitable for measuring temperature of food shall be available. A display thermometer +/- 2F shall be provided for each hot and cold holding unit of potentially hazardous foods and high temperature warewashing machines.","37.75745700000100","-122.4142560000020","POINT (-122.414256 37.757457)","Mission","9","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Sophia Huie","2","203","114B","74380","WING LUNG CO INC","H03 - RETAIL MKTS W/O PREP (UNDER 5001)","895 WASHINGTON ST","895 WASHINGTON ST","Routine","1","30","Pass","114B",,,"4","113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.","37.79487000000100","-122.4078210000020","POINT (-122.407821 37.79487)","Chinatown","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","William Bajjalieh","5","512","326","117083","MI DUO DUO MARKET","H03 - RETAIL MKTS W/O PREP (UNDER 5001)","2309 IRVING ST","2309 IRVING ST","Routine","1","30","Pass","326",,,"1","114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.","37.76307300000100","-122.4827550000020","POINT (-122.482755 37.763073)","Sunset/Parkside","4","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Patrick Wood","1","103","607","06733655","CHE FICO PIZZERIA","H26 - RESTAURANT OVER 2,000 SQFT","1 WARRIORS WAY STE 300","1 WARRIORS WAY","Routine","2","45","Pass","607",,,"1","113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.","37.76800500000100","-122.3875755000020","POINT (-122.3875755 37.768005)","Mission Bay","6","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Sophia Huie","2","203","114B","T-74296","Wing Lung Co., Inc.","H31 - TOBACCO SALES - ANNUAL LICENSE FEE","895 WASHINGTON ST","895 WASHINGTON ST","Routine","1","15",,"114B",,,,,"37.79487000000100","-122.4078210000020","POINT (-122.407821 37.79487)","Chinatown","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","William Bajjalieh","5","512","326","67259","MEI SHEN CORPORATION","H03 - RETAIL MKTS W/O PREP (UNDER 5001)","2206 IRVING ST","2206 IRVING ST","Routine","1","30","Pass","326",,,"1","114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.","37.76361300000100","-122.4817200000020","POINT (-122.48172 37.763613)","Sunset/Parkside","4","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Christina Lee","2","209","118","101718","GOOD LUCK MARKET & DELI","H28 - TAKE-OUTS","621 KEARNY ST","621 KEARNY ST","Routine","2","90","Pass","118",,,"5","113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.","37.79384400000100","-122.4048645000020","POINT (-122.4048645 37.793844)","Chinatown","3","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Katie Dea","3","304","208","103576","ABANICO COFFEE ROASTERS","H24 - RESTAURANT UNDER 1,000 SQFT","2121 MISSION ST","2121 MISSION ST","Routine","1","60","Pass","208",,,"2","113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.","37.76325300000100","-122.4193680000020","POINT (-122.419368 37.763253)","Mission","9","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Philips Ossai","5","501","477","2005","GOLDEN GATE SENIOR SERVICES","H23 - FOOD PREP AND SERVICE (FEE EXEMPT)","6221 GEARY BLVD","6221 GEARY BLVD","Routine","1","60","Pass","477",,,"1","113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.","37.77972300000100","-122.4862020000020","POINT (-122.486202 37.779723)","Outer Richmond","1","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","Tiombe Wiley","3","305","201","90652","KITAVA","H26 - RESTAURANT OVER 2,000 SQFT","2011 MISSION ST","2011 MISSION ST","Routine","2","60","Pass","201",,,"4","114115 (b,c) - Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 113980, 113984 (a, b, d, e, f), 113986, 114060, 114067 (a, d, e), 114069, 114073, 114077, 114089.1(c), 114143(c) - Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.","37.76483700000100","-122.4193185000020","POINT (-122.4193185 37.764837)","Mission","9","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
"2025-01-02T00:00:00.000","William Bajjalieh","5","512","326","96237","19TH AVE CHEVRON","H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001)","1401 19TH AVE","1401 19TH AVE","Routine","1","30","Pass","326",,,"1","114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.","37.76143500000100","-122.4773415000020","POINT (-122.4773415 37.761435)","Sunset/Parkside","4","2025-07-01T10:09:15.000","2025-12-17T02:36:11.797"
